"","filename","Date","Time","Site","Unit ID","User ID","°F-21A104910","mmHg-21A105443","DO %-21A106679","DO mg/L-21A106679","SPC-uS/cm-21A104910","C-uS/cm-21A104910","nLFC-uS/cm-21A104910","ohm-cm-21A104910","TDS mg/L-21A104910","SAL-PSU-21A104910","Density-21A104910","Density-T-21A104910","pH-21B101988","pH mV-21B101988","Phycocyanin RFU-21B101736","Phycocyanin ug/L-21B101736","Chlorophyll RFU-21B101736","Chlorophyll ug/L-21B101736","DEP m-20M103012","Vpos m-20M103012"
"4156","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:20:45,"Tank 16","Strauss lab 1",NA,69.012,753.8,84.3,7.58,161.1,147.5,162.4,6781,105,0.08,-1.9,-1.9,9.37,-233,0.2,0.18,0.27,0.85,-0.008,-0.007
"4157","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:20:48,"Tank 16","Strauss lab 1",NA,69.014,753.8,84.4,7.58,161.1,147.5,162.4,6782,105,0.08,-1.9,-1.9,9.36,-232.4,0.23,0.21,0.24,0.72,-0.005,-0.007
"4158","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:38,"Tank 15","Strauss lab 1",NA,68.871,753.8,116,10.44,160.6,146.7,161.9,6815,104,0.08,-1.8,-1.8,9.64,-248.8,0.38,0.36,1.44,5.72,-0.005,-0.009
"4159","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:41,"Tank 15","Strauss lab 1",NA,68.868,753.9,116.1,10.46,160.6,146.7,161.9,6816,104,0.08,-1.8,-1.8,9.64,-248.7,0.27,0.25,1.31,5.16,-0.002,0.007
"4160","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:44,"Tank 15","Strauss lab 1",NA,68.865,753.8,116.3,10.47,160.6,146.7,161.9,6816,104,0.08,-1.8,-1.8,9.64,-248.7,0.26,0.24,2.94,11.94,-0.005,-0.02
"4161","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:47,"Tank 15","Strauss lab 1",NA,68.864,753.9,116.5,10.49,160.6,146.7,161.9,6817,104,0.08,-1.8,-1.8,9.64,-248.8,0.41,0.39,0.97,3.78,-0.006,-0.013
"4162","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:50,"Tank 15","Strauss lab 1",NA,68.863,753.9,116.6,10.5,160.6,146.7,161.9,6817,104,0.08,-1.8,-1.8,9.64,-248.7,0.37,0.35,1.08,4.22,-0.007,0.004
"4163","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:53,"Tank 15","Strauss lab 1",NA,68.863,753.9,116.7,10.51,160.6,146.7,161.9,6817,104,0.08,-1.8,-1.8,9.64,-248.7,0.48,0.46,1.04,4.07,-0.007,0.008
"4164","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:56,"Tank 15","Strauss lab 1",NA,68.862,753.9,116.8,10.52,160.6,146.7,161.9,6817,104,0.08,-1.8,-1.8,9.64,-248.6,0.32,0.29,1.03,4.01,-0.009,-0.019
"4165","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:24:59,"Tank 15","Strauss lab 1",NA,68.86,753.9,116.9,10.53,160.5,146.7,161.9,6818,104,0.08,-1.8,-1.8,9.64,-248.5,0.35,0.33,1.07,4.19,-0.006,-0.016
"4166","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:02,"Tank 15","Strauss lab 1",NA,68.856,753.8,117.1,10.54,160.5,146.7,161.8,6819,104,0.08,-1.8,-1.8,9.64,-248.4,0.38,0.36,1.09,4.28,-0.003,0.007
"4167","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:05,"Tank 15","Strauss lab 1",NA,68.852,753.8,117.1,10.55,160.5,146.6,161.8,6819,104,0.08,-1.8,-1.8,9.64,-248.3,0.46,0.44,1.33,5.25,-0.004,0.005
"4168","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:08,"Tank 15","Strauss lab 1",NA,68.848,753.9,117.2,10.56,160.5,146.6,161.8,6820,104,0.08,-1.8,-1.8,9.63,-248.2,0.48,0.46,1.49,5.91,-0.005,0.001
"4169","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:11,"Tank 15","Strauss lab 1",NA,68.845,753.9,117.3,10.57,160.5,146.6,161.8,6819,104,0.08,-1.8,-1.8,9.63,-248.1,0.51,0.49,1.54,6.15,-0.006,0.006
"4170","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:14,"Tank 15","Strauss lab 1",NA,68.843,753.9,117.4,10.57,160.5,146.6,161.8,6819,104,0.08,-1.8,-1.8,9.63,-248,0.48,0.46,1.58,6.29,-0.004,0.004
"4171","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:17,"Tank 15","Strauss lab 1",NA,68.841,753.9,117.4,10.58,160.5,146.6,161.8,6820,104,0.08,-1.8,-1.8,9.63,-247.9,0.47,0.46,1.41,5.58,-0.006,-0.015
"4172","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:20,"Tank 15","Strauss lab 1",NA,68.839,753.8,117.5,10.58,160.5,146.6,161.8,6821,104,0.08,-1.8,-1.8,9.63,-247.8,0.32,0.3,1.26,4.96,-0.002,0.008
"4173","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:23,"Tank 15","Strauss lab 1",NA,68.837,753.8,117.6,10.59,160.5,146.6,161.8,6821,104,0.08,-1.8,-1.8,9.62,-247.7,0.18,0.16,1.26,4.98,-0.003,0.012
"4174","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:26,"Tank 15","Strauss lab 1",NA,68.833,753.9,117.7,10.6,160.5,146.6,161.8,6821,104,0.08,-1.8,-1.8,9.62,-247.6,0.13,0.1,1.38,5.49,0,0.009
"4175","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:25:29,"Tank 15","Strauss lab 1",NA,68.83,753.9,117.7,10.6,160.5,146.6,161.8,6822,104,0.08,-1.8,-1.8,9.62,-247.4,0.31,0.29,1.55,6.18,-0.002,-0.019
"4176","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:41,"Tank 30","Strauss lab 1",NA,69.422,753.8,114,10.2,162,149,163.2,6713,105,0.08,-1.9,-1.9,9.61,-247.3,0.35,0.32,0.27,0.85,-0.005,-0.012
"4177","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:44,"Tank 30","Strauss lab 1",NA,69.427,753.8,114.8,10.27,162,148.9,163.2,6714,105,0.08,-1.9,-1.9,9.63,-248,0.35,0.33,0.31,1,-0.003,0.007
"4178","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:47,"Tank 30","Strauss lab 1",NA,69.43,753.8,115.5,10.33,161.9,148.9,163.2,6714,105,0.08,-1.9,-1.9,9.64,-248.6,0.33,0.31,0.35,1.19,-0.002,0.014
"4179","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:50,"Tank 30","Strauss lab 1",NA,69.425,753.9,116.1,10.39,161.9,148.9,163.2,6714,105,0.08,-1.9,-1.9,9.65,-249.2,0.37,0.34,0.36,1.23,-0.004,-0.001
"4180","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:53,"Tank 30","Strauss lab 1",NA,69.408,753.8,116.6,10.43,162,148.9,163.2,6715,105,0.08,-1.9,-1.9,9.66,-249.7,0.39,0.37,0.35,1.18,-0.004,0.002
"4181","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:56,"Tank 30","Strauss lab 1",NA,69.38,753.8,117,10.48,162,148.9,163.2,6716,105,0.08,-1.9,-1.9,9.66,-250.1,0.43,0.41,0.3,0.98,-0.003,-0.007
"4182","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:27:59,"Tank 30","Strauss lab 1",NA,69.356,753.8,117.4,10.52,162,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.67,-250.4,0.28,0.26,0.31,1,-0.003,0.006
"4183","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:02,"Tank 30","Strauss lab 1",NA,69.34,753.8,117.8,10.55,162.1,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.67,-250.6,0.18,0.15,0.24,0.72,-0.005,0.002
"4184","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:05,"Tank 30","Strauss lab 1",NA,69.33,753.8,118.2,10.59,162.1,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.68,-250.8,0.22,0.2,0.24,0.71,-0.007,0
"4185","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:08,"Tank 30","Strauss lab 1",NA,69.325,753.9,118.5,10.61,162.1,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.68,-251,0.2,0.18,0.25,0.75,-0.005,-0.012
"4186","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:11,"Tank 30","Strauss lab 1",NA,69.319,753.8,118.8,10.64,162.1,148.9,163.3,6716,105,0.08,-1.9,-1.9,9.68,-251.3,0.26,0.24,0.25,0.78,-0.005,-0.012
"4187","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:14,"Tank 30","Strauss lab 1",NA,69.315,753.8,119.1,10.67,162.1,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.69,-251.4,0.33,0.31,0.28,0.91,-0.005,-0.016
"4188","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:17,"Tank 30","Strauss lab 1",NA,69.311,753.8,119.3,10.69,162.1,148.9,163.3,6717,105,0.08,-1.9,-1.9,9.69,-251.5,0.39,0.37,0.34,1.16,-0.004,0.004
"4189","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:20,"Tank 30","Strauss lab 1",NA,69.307,753.8,119.5,10.7,162.1,148.8,163.3,6719,105,0.08,-1.9,-1.9,9.69,-251.6,0.38,0.36,0.3,0.97,-0.006,0.008
"4190","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:28:23,"Tank 30","Strauss lab 1",NA,69.303,753.8,119.7,10.72,162.1,148.8,163.3,6719,105,0.08,-1.9,-1.9,9.69,-251.6,0.43,0.41,0.22,0.63,-0.005,-0.007
"4191","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:30:50,"Tank 17","Strauss lab 1",NA,63.143,753.8,133.9,12.85,151.2,128.9,153.1,7755,98,0.07,-1.2,-1.2,10.42,-291.1,0.21,0.19,0.74,2.83,-0.002,0.012
"4192","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:30:53,"Tank 17","Strauss lab 1",NA,63.007,753.9,135.4,13.02,151.4,128.9,153.3,7757,98,0.07,-1.2,-1.2,10.44,-292.2,0.26,0.24,0.72,2.71,-0.002,-0.011
"4193","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:30:56,"Tank 17","Strauss lab 1",NA,62.984,753.8,136.8,13.16,151.7,129.2,153.7,7743,99,0.07,-1.2,-1.2,10.46,-293.2,0.37,0.34,0.85,3.27,-0.001,0.008
"4194","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:30:59,"Tank 17","Strauss lab 1",NA,62.98,754,138,13.28,152.1,129.5,154,7724,99,0.07,-1.2,-1.2,10.48,-294.3,0.35,0.33,0.9,3.47,-0.001,0.012
"4195","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:02,"Tank 17","Strauss lab 1",NA,62.986,753.8,138.9,13.36,152.3,129.7,154.3,7712,99,0.07,-1.2,-1.2,10.49,-295,0.35,0.33,0.84,3.24,-0.004,-0.001
"4196","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:05,"Tank 17","Strauss lab 1",NA,63.004,753.9,139.7,13.43,152.2,129.6,154.1,7718,99,0.07,-1.2,-1.2,10.5,-295.5,0.27,0.24,0.88,3.38,-0.005,-0.012
"4197","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:08,"Tank 17","Strauss lab 1",NA,63.024,753.9,140.4,13.5,151.8,129.3,153.8,7733,99,0.07,-1.2,-1.2,10.51,-295.8,0.38,0.36,1.05,4.11,-0.004,-0.01
"4198","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:11,"Tank 17","Strauss lab 1",NA,63.039,753.9,141,13.55,151.6,129.1,153.5,7746,99,0.07,-1.2,-1.2,10.51,-295.8,0.36,0.34,0.89,3.43,-0.003,-0.006
"4199","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:14,"Tank 17","Strauss lab 1",NA,63.051,753.8,141.5,13.6,151.4,128.9,153.3,7755,98,0.07,-1.2,-1.2,10.5,-295.8,0.29,0.27,1.1,4.29,-0.005,0.001
"4200","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:17,"Tank 17","Strauss lab 1",NA,63.056,753.8,141.9,13.64,151.2,128.8,153.1,7761,98,0.07,-1.2,-1.2,10.5,-295.7,0.26,0.24,0.9,3.46,-0.006,-0.001
"4201","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:20,"Tank 17","Strauss lab 1",NA,63.058,753.8,142.2,13.67,151.2,128.8,153.1,7765,98,0.07,-1.2,-1.2,10.5,-295.5,0.19,0.16,0.77,2.92,-0.006,0.004
"4202","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:31:23,"Tank 17","Strauss lab 1",NA,63.058,754,142.5,13.7,151.1,128.8,153.1,7766,98,0.07,-1.2,-1.2,10.5,-295.3,0.19,0.17,0.72,2.72,-0.004,-0.008
"4203","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:44,"Tank 18","Strauss lab 1",NA,63.263,753.8,108.3,10.39,150.5,128.5,152.4,7780,98,0.07,-1.2,-1.2,10.14,-275.3,0.15,0.13,0.96,3.72,-0.001,0.009
"4204","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:47,"Tank 18","Strauss lab 1",NA,63.231,753.9,108.7,10.42,150.5,128.5,152.4,7782,98,0.07,-1.2,-1.2,10.14,-275.3,0.06,0.03,0.93,3.62,-0.003,-0.02
"4205","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:50,"Tank 18","Strauss lab 1",NA,63.19,753.9,109,10.45,150.5,128.5,152.4,7784,98,0.07,-1.2,-1.2,10.14,-275.3,0.25,0.23,0.79,3.03,0,0.004
"4206","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:53,"Tank 18","Strauss lab 1",NA,63.154,753.9,109.2,10.48,150.6,128.4,152.5,7785,98,0.07,-1.2,-1.2,10.14,-275.3,0.26,0.24,0.78,2.97,-0.003,0.008
"4207","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:56,"Tank 18","Strauss lab 1",NA,63.121,753.9,109.4,10.51,150.6,128.4,152.5,7786,98,0.07,-1.2,-1.2,10.14,-275.2,0.36,0.34,0.84,3.21,-0.004,0.012
"4208","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:33:59,"Tank 18","Strauss lab 1",NA,63.112,754,109.6,10.53,150.6,128.4,152.5,7788,98,0.07,-1.2,-1.2,10.14,-275.1,0.34,0.32,0.83,3.18,-0.006,-0.011
"4209","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:02,"Tank 18","Strauss lab 1",NA,63.115,753.9,109.8,10.55,150.6,128.4,152.5,7789,98,0.07,-1.2,-1.2,10.14,-274.9,0.43,0.41,0.99,3.84,-0.003,0.008
"4210","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:05,"Tank 18","Strauss lab 1",NA,63.126,753.8,110,10.57,150.5,128.3,152.4,7791,98,0.07,-1.2,-1.2,10.13,-274.7,0.3,0.28,1.02,3.97,-0.003,0.001
"4211","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:08,"Tank 18","Strauss lab 1",NA,63.13,753.9,110.2,10.58,150.5,128.3,152.4,7794,98,0.07,-1.2,-1.2,10.13,-274.5,0.28,0.26,1.06,4.15,-0.005,-0.008
"4212","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:11,"Tank 18","Strauss lab 1",NA,63.132,753.9,110.3,10.6,150.4,128.3,152.3,7794,98,0.07,-1.2,-1.2,10.12,-274.3,0.24,0.22,1.01,3.93,-0.008,0.003
"4213","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:14,"Tank 18","Strauss lab 1",NA,63.136,753.9,110.5,10.61,150.4,128.3,152.3,7796,98,0.07,-1.2,-1.2,10.12,-274.1,0.19,0.17,0.88,3.38,-0.005,0.007
"4214","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:17,"Tank 18","Strauss lab 1",NA,63.139,753.8,110.7,10.63,150.4,128.3,152.3,7797,98,0.07,-1.2,-1.2,10.12,-273.9,0.27,0.25,1.02,3.95,-0.005,-0.009
"4215","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:34:20,"Tank 18","Strauss lab 1",NA,63.135,754,110.8,10.64,150.4,128.2,152.3,7797,98,0.07,-1.2,-1.2,10.11,-273.7,0.31,0.29,1.07,4.2,-0.004,-0.016
"4216","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:34,"Tank 02","Strauss lab 1",NA,63.126,753.9,131.6,12.64,157.7,134.5,159.7,7438,102,0.07,-1.2,-1.2,10.08,-271.8,0.28,0.26,0.27,0.84,-0.005,0
"4217","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:37,"Tank 02","Strauss lab 1",NA,63.083,753.9,132.5,12.73,157.8,134.5,159.8,7436,103,0.07,-1.2,-1.2,10.1,-272.8,0.18,0.16,0.31,1.02,-0.005,-0.015
"4218","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:40,"Tank 02","Strauss lab 1",NA,63.045,753.9,133.8,12.86,157.8,134.5,159.9,7437,103,0.07,-1.2,-1.2,10.11,-273.7,0.15,0.13,0.31,1.02,-0.005,0.007
"4219","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:43,"Tank 02","Strauss lab 1",NA,63.013,753.9,135,12.98,157.9,134.5,159.9,7436,103,0.07,-1.2,-1.2,10.13,-274.5,0.05,0.02,0.27,0.87,-0.003,0.009
"4220","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:46,"Tank 02","Strauss lab 1",NA,62.983,753.9,136.1,13.09,158,134.5,160,7436,103,0.07,-1.2,-1.2,10.14,-275.3,0.03,0.01,0.17,0.45,-0.004,-0.003
"4221","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:49,"Tank 02","Strauss lab 1",NA,62.954,753.9,137,13.18,158,134.5,160,7436,103,0.07,-1.2,-1.2,10.16,-276.1,0.11,0.09,0.27,0.84,-0.005,-0.021
"4222","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:52,"Tank 02","Strauss lab 1",NA,62.922,753.8,137.8,13.27,158.1,134.5,160.1,7436,103,0.07,-1.2,-1.2,10.17,-276.8,0.1,0.07,0.31,1,-0.005,-0.007
"4223","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:55,"Tank 02","Strauss lab 1",NA,62.883,753.8,138.6,13.35,158.1,134.5,160.2,7438,103,0.07,-1.2,-1.2,10.18,-277.3,0.17,0.15,0.32,1.08,-0.004,-0.006
"4224","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:36:58,"Tank 02","Strauss lab 1",NA,62.845,753.9,139.3,13.42,158.2,134.4,160.2,7438,103,0.07,-1.2,-1.2,10.19,-277.7,0.16,0.14,0.36,1.24,-0.003,0.007
"4225","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:39:46,"Tank 19","Strauss lab 1",NA,63.729,753.9,141.4,13.48,155.7,133.7,157.6,7478,101,0.07,-1.3,-1.3,10.19,-278.4,0.09,0.07,0.39,1.35,-0.007,-0.011
"4226","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:39:49,"Tank 19","Strauss lab 1",NA,63.723,753.8,142,13.55,155.6,133.7,157.5,7479,101,0.07,-1.3,-1.3,10.2,-278.6,0.17,0.15,0.36,1.21,-0.006,-0.014
"4227","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:39:52,"Tank 19","Strauss lab 1",NA,63.711,753.9,142.6,13.6,155.6,133.7,157.5,7480,101,0.07,-1.3,-1.3,10.2,-278.9,0.21,0.19,0.26,0.81,-0.002,-0.006
"4228","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:39:55,"Tank 19","Strauss lab 1",NA,63.695,753.8,143.1,13.65,155.6,133.7,157.5,7481,101,0.07,-1.3,-1.3,10.2,-279,0.17,0.15,0.24,0.72,-0.005,-0.005
"4229","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:39:58,"Tank 19","Strauss lab 1",NA,63.677,753.8,143.7,13.71,155.6,133.6,157.6,7483,101,0.07,-1.3,-1.3,10.21,-279.1,0.19,0.17,0.23,0.67,-0.003,0.002
"4230","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:40:01,"Tank 19","Strauss lab 1",NA,63.657,753.8,144.1,13.75,155.6,133.6,157.5,7485,101,0.07,-1.3,-1.3,10.21,-279.1,0.17,0.15,0.29,0.92,-0.004,-0.008
"4231","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:40:04,"Tank 19","Strauss lab 1",NA,63.638,753.9,144.5,13.8,155.6,133.6,157.5,7487,101,0.07,-1.3,-1.3,10.21,-279.1,0.21,0.18,0.27,0.83,-0.002,-0.007
"4232","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:40:07,"Tank 19","Strauss lab 1",NA,63.621,753.8,144.9,13.83,155.6,133.5,157.5,7489,101,0.07,-1.3,-1.3,10.21,-279.1,0.19,0.16,0.37,1.26,-0.003,-0.011
"4233","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:21,"Tank 19","Strauss lab 1",NA,63.927,753.9,122.5,11.65,157.9,136,159.8,7353,103,0.07,-1.3,-1.3,10.22,-280,0.65,0.63,5.19,21.34,-0.002,-0.006
"4234","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:24,"Tank 19","Strauss lab 1",NA,63.925,753.8,123.4,11.74,157.8,135.9,159.7,7357,103,0.07,-1.3,-1.3,10.24,-280.8,0.72,0.7,5.37,22.05,0,-0.001
